ID,name,gender,restrictedZone,type,Lng,Lat
44936,Donvale Primary School,CoEd,FALSE,Primary,145.173438,-37.8004229
44938,Boronia Heights Primary School,CoEd,FALSE,Primary,145.2922075,-37.8447611
44933,Coolaroo South Primary School,CoEd,FALSE,Primary,144.9327619,-37.6618425
44934,Mentone Park Primary School,CoEd,FALSE,Primary,145.0819247,-37.9798494
44929,University Park Primary School,CoEd,FALSE,Primary,144.8026488,-37.7546095
44928,Bundoora Primary School,CoEd,FALSE,Primary,145.063369,-37.707557
44930,St Albans Heights Primary School,CoEd,FALSE,Primary,144.8100127,-37.7484271
44959,Derinya Primary School,CoEd,TRUE,Primary,145.1208758,-38.1747105
44952,Watsonia North Primary School,CoEd,FALSE,Primary,145.0811859,-37.7003797
44953,Wooranna Park Primary School,CoEd,FALSE,Primary,145.216731,-37.9602
44954,Knox Park Primary School,CoEd,FALSE,Primary,145.2520573,-37.8834403
44955,Birralee Primary School,CoEd,FALSE,Primary,145.114013,-37.793408
44948,Carlton Primary School,CoEd,FALSE,Primary,144.969467,-37.7960079
44950,Templestowe Valley Primary School,CoEd,FALSE,Primary,145.1104291,-37.7608064
44951,Highvale Primary School,CoEd,FALSE,Primary,145.1739338,-37.8663213
44944,Seaford North Primary School,CoEd,FALSE,Primary,145.133514,-38.090171
44946,Lalor East Primary School,CoEd,FALSE,Primary,145.03343,-37.676864
45035,Regency Park Primary School,CoEd,FALSE,Primary,145.235996,-37.854729
45034,River Gum Primary School,CoEd,FALSE,Primary,145.259404,-38.034723
45033,Templestowe Park Primary School,CoEd,FALSE,Primary,145.1432777,-37.7564102
45032,Epping Primary School Greenbrook Campus,CoEd,FALSE,Primary,145.016269,-37.6341341
45039,Kingsley Park Primary School,CoEd,FALSE,Primary,145.155111,-38.1690736
45579,The Lakes South Morang P-9 School Primary Campus,CoEd,FALSE,Combined,145.076592,-37.629746
45038,Thomastown Meadows Primary School,CoEd,FALSE,Primary,145.0107588,-37.6837819
45578,The Lakes South Morang P-9 School,CoEd,FALSE,Combined,145.0756887,-37.6349286
45037,Eastbourne Primary School,CoEd,FALSE,Primary,144.889247,-38.3717189
45036,Dorset Primary School,CoEd,FALSE,Primary,145.2860038,-37.8100198
45027,St Albans Meadows Primary School,CoEd,FALSE,Primary,144.8179562,-37.7529686
45573,Narre Warren South P-12 College,CoEd,FALSE,Combined,145.285102,-38.049966
45024,Livingstone Primary School,CoEd,FALSE,Primary,145.1812,-37.8530362
45572,Footscray City College,CoEd,FALSE,Secondary,144.894422,-37.791082
45571,McClelland College,CoEd,FALSE,Secondary,145.159758,-38.146821
45029,Kalinda Primary School,CoEd,FALSE,Primary,145.2536022,-37.7899042
45028,Silverton Primary School,CoEd,FALSE,Primary,145.1924592,-37.9490277
45051,Iramoo Primary School,CoEd,FALSE,Primary,144.62777,-37.8960832
45599,Gleneagles Secondary College,CoEd,FALSE,Secondary,145.274405,-37.974751
45596,Keysborough Secondary College Acacia Campus,CoEd,FALSE,Secondary,145.181637,-37.984916
45054,Mill Park Primary School,CoEd,FALSE,Primary,145.0658086,-37.674867
45595,Keysborough Secondary College,CoEd,FALSE,Secondary,145.1320653,-37.9772192
45592,Hume Central Secondary College Dimboola Road Campus,CoEd,FALSE,Secondary,144.9128866,-37.67922031
